artifactNumber	ObjectName	BeginDate	group1	category1	material	Length	Width	Height	image
1981.0453.001	Pliers	Unknown	Technology	Dentistry	metal->steel	14.0 cm	4.5 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0453.001.aa.cs.png
1981.0454.001	Pliers	Unknown	Technology	Dentistry	metal->stainless steel	13.0 cm	5.0 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0454.001.aa.cs.png
1981.0455.001	Pliers	Unknown	Technology	Dentistry	metal->stainless steel	15.2 cm	4.7 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0455.001.aa.cs.png
1981.0456.001	Pliers	Unknown	Technology	Dentistry	metal->stainless steel	15.8 cm	7.0 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0456.001.aa.cs.png
1981.0457.001	Pliers	Unknown	Technology	Dentistry	metal->steel	16.1 cm	4.0 cm	1.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0457.001.aa.cs.png
1981.0458.001	Forceps	Unknown	Technology	Dentistry	metal->steel	12.1 cm	1.8 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0458.001.aa.cs.png
1981.0460.001	"""Instrument kit,"""	Unknown	Technology	Dentistry	metal->steel;synthetic->plastic	25.6 cm	11.4 cm	1.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0460.001.aa.cs.png
1981.0462.001	"""Point, wood"""	Unknown	Technology	Dentistry	paper->cardboard;synthetic;wood	16.0 cm	5.1 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0462.001.aa.cs.png
1981.0463.001	"""Tape, impression"""	Unknown	Technology	Dentistry	synthetic->;paper->;resin->wax	7.8 cm	4.8 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0463.001.aa.cs.png
1981.0464.001	"""Tape, abrasive"""	Unknown	Technology	Dentistry	synthetic->plastic;paper	5.6 cm	5.0 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0464.001.aa.cs.png
1981.0468.001	Clamp	Unknown	Technology	Dentistry	metal->steel - possible	1.9 cm	1.8 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0468.001.aa.cs.png
1981.0469.001	Denture	Unknown	Technology	Dentistry	metal	6.8 cm	4.6 cm	1.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0469.001.aa.cs.png
1981.0472.001	Matrix retainer	Unknown	Technology	Dentistry	metal->steel - possible	8.1 cm	3.8 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0472.001.aa.cs.png
1981.0473.001	"""Tray, impression"""	Unknown	Technology	Dentistry	metal->steel	6.9 cm	5.8 cm	1.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0473.001.aa.cs.png
1981.0474.001	"""Scaler set, dental"""	Unknown	Technology	Dentistry	synthetic->plastic;metal->steel	6.1 cm	5.5 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0474.001.aa.cs.png
1981.0477.001	Vitalometer	Unknown	Technology	Dentistry	wood->;glass->;synthetic->leatherette;metal	29.2 cm	27.8 cm	6.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0477.001.aa.cs.png
1981.0478.001	Articulator	Unknown	Technology	Dentistry	metal	10.0 cm	7.7 cm	6.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0478.001.aa.cs.png
1981.0488.001	"""Box, needle"""	Unknown	Technology	Dentistry	paper->cardboard	12.0 cm	2.1 cm	2.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0488.001.aa.cs.png
1981.0493.001	"""Box, root canal sealer"""	1940	Technology	Dentistry	paper->cardboard	13.3 cm	8.0 cm	1.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0493.001.aa.cs.png
1981.0494.001	Camera	1890	Craft	Still cameras	metal->brass	5.6 cm	4.2 cm	4.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0494.001.aa.cs.png
1981.0495.001	Camera	1928	Craft	Still cameras	metal->;skin->leather;fibre->;paper->cardboard	16.5 cm	3.2 cm	8.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0495.001.aa.cs.png
1981.0498.002	"""Spile, sap"""	1895	Nature	Cottage industries	metal->iron	7.5 cm	5.4 cm	2.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0498.002.aa.cs.png
1981.0500.001	Thermometer & pyrometer	1944	Science	Temperature	wood->;glass->;paper- possible->;metal->;resin->rubber;synthetic->bakelite	24.7 cm	24.6 cm	8.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0500.001.aa.cs.png
1981.0501.001	Camera	Unknown	Craft	Cine cameras	metal->aluminum;metal->steel;glass->;wood->;skin->leather;synthetic	23.0 cm	17.0 cm	16.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0501.001.aa.cs.png
1981.0514.001	"""Box, paint"""	Unknown	Technology	Miscellaneous	wood;metal	31.0 cm	20.0 cm	12.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0514.001.aa.cs.png
1981.0515.001	"""Box, nail"""	Unknown	Technology	Miscellaneous	wood;metal	37.0 cm	18.4 cm	11.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0515.001.aa.cs.png
1981.0516.001	"""Box, nail"""	Unknown	Technology	Miscellaneous	wood;metal	36.3 cm	18.4 cm	12.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0516.001.aa.cs.png
1981.0517.001	"""Box, stone"""	Unknown	Technology	Miscellaneous	wood;metal	31.4 cm	17.2 cm	14.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0517.001.aa.cs.png
1981.0518.001	"""Box, saw set"""	Unknown	Technology	Miscellaneous	wood;metal	17.2 cm	10.0 cm	13.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0518.001.aa.cs.png
1981.0519.001	"""Box, chalk"""	Unknown	Technology	Miscellaneous	wood;metal	21.4 cm	19.7 cm	14.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0519.001.aa.cs.png
1981.0520.001	"""Box, ammunition"""	Unknown	Technology	Miscellaneous	wood;metal	38.4 cm	24.2 cm	23.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0520.001.aa.cs.png
1981.0521.001	Display unit	Unknown	Technology	Miscellaneous	wood->;metal->;synthetic->foam	25.2 cm	7.0 cm	41.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0521.001.aa.cs.png
1981.0523.001	Reproducer arm	Unknown	Technology	Sound	metal;synthetic	23.8 cm	7.5 cm	9.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0523.001.aa.cs.png
1981.0524.001	"""Stylus, disk player"""	Unknown	Technology	Sound	paper->cardboard;metal	4.3 cm	3.2 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0524.001.aa.cs.png
1981.0525.001	Candle	1900	Technology	Lighting devices	paper->cardboard;metal->;resin->wax	8.0 cm	4.0 cm	1.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0525.001.aa.cs.png
1981.0526.001	Anti-rattler	Unknown	Transport	Animal powered	paper->cardboard;metal->steel	16.4 cm	9.5 cm	6.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0526.001.aa.cs.png
1981.0527.001	"""Plate, heel"""	Unknown	Technology	Tools & equipment-trades	metal->iron;paper->cardboard	8.5 cm	6.4 cm	4.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0527.001.aa.cs.png
1981.0528.001	"""Thread, shoe"""	Unknown	Technology	Tools & equipment-trades	paper->cardboard;fibre->linen	23.8 cm	9.7 cm	6.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0528.001.aa.cs.png
1981.0529.001	Tack	Unknown	Technology	Tools & equipment-trades	paper->cardboard;metal	6.5 cm	3.8 cm	2.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0529.001.aa.cs.png
1981.0530.001	Tack	Unknown	Technology	Miscellaneous	paper->cardboard;metal	5.0 cm	3.7 cm	1.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0530.001.aa.cs.png
1981.0531.001	Tack	Unknown	Technology	Miscellaneous	paper->cardboard;metal	6.2 cm	3.9 cm	1.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0531.001.aa.cs.png
1981.0532.001	"""Fastener, paper"""	Unknown	Technology	Office equipment	paper->cardboard;metal	7.5 cm	4.7 cm	2.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0532.001.aa.cs.png
1981.0533.001	Button	Unknown	Technology	Miscellaneous	paper->cardboard;metal	5.3 cm	4.0 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0533.001.aa.cs.png
1981.0534.001	"""Box, awl"""	Unknown	Technology	Miscellaneous	paper->cardboard;metal	10.0 cm	6.7 cm	3.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0534.001.aa.cs.png
1981.0535.001	Wick	Unknown	Technology	Miscellaneous	paper->cardboard;fibre	9.9 cm	10.2 cm	2.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0535.001.aa.cs.png
1981.0536.001	"""Box, skate screw"""	Unknown	Technology	Miscellaneous	paper->cardboard	11.3 cm	4.7 cm	3.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0536.001.aa.cs.png
1981.0539.001	Wax	Unknown	Technology	Miscellaneous	paper->;resin->wax	19.5 cm	5.0 cm	2.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0539.001.aa.cs.png
1981.0540.001	Label	Unknown	Technology	Office equipment	paper->cardboard	6.7 cm	5.3 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0540.001.aa.cs.png
1981.0547.001	Drafting set	Unknown	Numbers	Drawing & measuring instruments	metal->silver;metal->steel;metal->brass;wood->;bone->ivory;synthetic;skin;fibre	27.0 cm	8.0 cm	7.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0547.001.aa.cs.png
1981.0548.001	"""Rail sample, commemorative"""	Unknown	Transport	Commemorative	metal->iron - possible;fibre->felt	9.5 cm	5.6 cm	9.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0548.001.aa.cs.png
1981.0549.001	"""Spike, commemorative"""	Unknown	Transport	Commemorative	metal->iron - possible	15.7 cm	3.2 cm	3.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0549.001.aa.cs.png
1981.0552.001	Axe head	Unknown	Nature	Harvesting	metal->steel	20.7 cm	9.7 cm	5.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0552.001.aa.cs.png
1981.0553.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel	42.9 cm	15.0 cm	11.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0553.001.aa.cs.png
1981.0554.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel	36.6 cm	14.0 cm	9.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0554.001.aa.cs.png
1981.0555.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel	43.0 cm	15.3 cm	10.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0555.001.aa.cs.png
1981.0556.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel	34.6 cm	13.8 cm	9.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0556.001.aa.cs.png
1981.0557.001	Plane	1870	Technology	Tools-Hand	metal->iron;wood	36.3 cm	7.8 cm	6.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0557.001.aa.cs.png
1981.0558.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel - possible	37.9 cm	7.5 cm	8.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0558.001.aa.cs.png
1981.0559.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel	35.3 cm	7.5 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0559.001.aa.cs.png
1981.0560.001	Shave	1870	Technology	Tools-Hand	wood->;metal->steel	40.6 cm	17.0 cm	10.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0560.001.aa.cs.png
1981.0561.001	Shave	1870	Technology	Tools-Hand	wood->;metal->steel;metal->iron;metal->brass	28.0 cm	17.5 cm	8.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0561.001.aa.cs.png
1981.0562.001	Spokeshave	1870	Technology	Tools-Hand	metal->steel - possible;metal->iron;wood	44.2 cm	5.0 cm	5.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0562.001.aa.cs.png
1981.0563.001	Spokeshave	1870	Technology	Tools-Hand	metal->steel - possible;metal->iron;wood	45.3 cm	6.5 cm	5.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0563.001.aa.cs.png
1981.0564.001	Axe head	1870	Technology	Tools-Hand	metal;wood	21.8 cm	8.6 cm	3.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0564.001.aa.cs.png
1981.0565.001	Axe	1870	Technology	Tools-Hand	wood->;metal->steel	42.0 cm	21.6 cm	3.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0565.001.aa.cs.png
1981.0566.001	Adze	1870	Technology	Tools-Hand	metal;wood	23.4 cm	19.5 cm	7.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0566.001.aa.cs.png
1981.0567.001	Drawknife	1870	Technology	Tools-Hand	wood;metal	41.4 cm	15.0 cm	3.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0567.001.aa.cs.png
1981.0568.001	Drawknife	1870	Technology	Tools-Hand	wood;metal	54.0 cm	14.3 cm	4.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0568.001.aa.cs.png
1981.0569.001	Drawknife	1870	Technology	Tools-Hand	wood;metal	53.2 cm	16.3 cm	4.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0569.001.aa.cs.png
1981.0570.001	Drawknife	1870	Technology	Tools-Hand	wood;metal	42.5 cm	15.5 cm	3.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0570.001.aa.cs.png
1981.0571.001	Drawknife	1870	Technology	Tools-Hand	metal;wood	42.5 cm	23.5 cm	4.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0571.001.aa.cs.png
1981.0572.001	Drawknife	1870	Technology	Tools-Hand	metal;wood	44.0 cm	26.5 cm	4.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0572.001.aa.cs.png
1981.0573.001	"""Driver, hoop"""	1870	Technology	Tools & equipment-trades	wood->;metal->iron	17.0 cm	9.2 cm	4.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0573.001.aa.cs.png
1981.0574.001	"""Driver, hoop"""	1870	Technology	Tools & equipment-trades	wood->;metal->iron	19.7 cm	7.8 cm	5.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0574.001.aa.cs.png
1981.0575.001	Rivet set	Unknown	Technology	Tools & equipment-trades	metal	7.5 cm	3.5 cm	2.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0575.001.aa.cs.png
1981.0576.001	Rivet set	1870	Technology	Tools & equipment-trades	metal	11.3 cm	3.8 cm	2.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0576.001.aa.cs.png
1981.0577.001	Auger	1870	Technology	Tools-Hand	wood;metal	42.0 cm	30.7 cm	4.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0577.001.aa.cs.png
1981.0578.001	"""Header, barrel"""	1870	Technology	Tools & equipment-trades	wood;metal	106.2 cm	56.6 cm	6.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0578.001.aa.cs.png
1981.0579.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel	40.8 cm	7.0 cm	16.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0579.001.aa.cs.png
1981.0580.001	Plane	1870	Technology	Tools-Hand	wood;metal	17.8 cm	6.2 cm	12.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0580.001.aa.cs.png
1981.0581.001	Plane	1870	Technology	Tools-Hand	wood;metal	23.5 cm	5.0 cm	14.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0581.001.aa.cs.png
1981.0582.001	Plane	1870	Technology	Tools-Hand	wood;metal	23.9 cm	3.6 cm	14.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0582.001.aa.cs.png
1981.0583.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel - possible	23.6 cm	2.6 cm	13.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0583.001.aa.cs.png
1981.0584.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel - possible	23.8 cm	2.7 cm	14.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0584.001.aa.cs.png
1981.0585.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel - possible	23.9 cm	3.1 cm	13.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0585.001.aa.cs.png
1981.0586.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel - possible	24.0 cm	4.1 cm	14.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0586.001.aa.cs.png
1981.0587.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel - possible	23.9 cm	4.1 cm	15.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0587.001.aa.cs.png
1981.0588.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel - possible	24.1 cm	4.3 cm	13.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0588.001.aa.cs.png
1981.0589.001	Plane	1870	Technology	Tools-Hand	wood;metal	23.7 cm	3.7 cm	14.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0589.001.aa.cs.png
1981.0590.001	Plane	1870	Technology	Tools-Hand	wood	24.0 cm	3.6 cm	11.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0590.001.aa.cs.png
1981.0591.001	Plane	1870	Technology	Tools-Hand	wood->;metal->steel - possible	24.0 cm	3.7 cm	14.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0591.001.aa.cs.png
1981.0592.001	Plane	1870	Technology	Tools-Hand	wood	23.8 cm	2.9 cm	10.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0592.001.aa.cs.png
1981.0593.001	Pincers	1870	Technology	Tools-Hand	metal	24.7 cm	5.8 cm	2.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0593.001.aa.cs.png
1981.0595.001	Chisel	1870	Technology	Tools-Hand	metal	11.4 cm	1.2 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0595.001.aa.cs.png
1981.0596.001	Chisel	1870	Technology	Tools-Hand	metal	15.3 cm	2.2 cm	2.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0596.001.aa.cs.png
1981.0597.001	Punch	Unknown	Technology	Tools-Hand	metal	13.2 cm	2.1 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0597.001.aa.cs.png
1981.0600.001	Hammer	Unknown	Technology	Tools-Hand	wood;metal	26.8 cm	12.0 cm	3.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0600.001.aa.cs.png
1981.0601.001	"""Knife, shoe"""	Unknown	Technology	Tools & equipment-trades	wood;metal	18.3 cm	2.4 cm	2.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0601.001.aa.cs.png
1981.0602.001	Punch	Unknown	Technology	Tools & equipment-trades	metal	11.2 cm	4.0 cm	5.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0602.001.aa.cs.png
1981.0603.001	"""Iron, plane"""	Unknown	Technology	Tools-Hand	metal->steel	15.8 cm	6.3 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0603.001.aa.cs.png
1981.0608.001	"""Cutter, candy"""	Unknown	Technology	Industrial equipment	metal;wood	37.0 cm	39.0 cm	27.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0608.001.aa.cs.png
1981.0609.001	"""Cutter, candy"""	Unknown	Technology	Industrial equipment	metal	34.0 cm	22.0 cm	15.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0609.001.aa.cs.png
1981.0610.001	"""Cutter, candy"""	Unknown	Technology	Industrial equipment	metal;wood	41.0 cm	47.0 cm	18.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0610.001.aa.cs.png
1981.0612.001	"""Pump, oil"""	1930	Transport	Servicing	metal;wood	70.0 cm	29.6 cm	136.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0612.001.aa.cs.png
1981.0613.001	"""Feeding machine, wool"""	1890	Technology	Industrial equipment	metal;wood	140.0 cm	197.0 cm	197.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0613.001.aa.cs.png
1981.0614.001	Carding machine	1855	Technology	Industrial equipment	wood->;metal->;skin->leather	217.0 cm	211.0 cm	164.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0614.001.aa.cs.png
1981.0616.001	"""Picker, wool"""	Unknown	Technology	Industrial equipment	metal->;wood->;skin->leather	140.0 cm	135.0 cm	110.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0616.001.aa.cs.png
1981.0618.001	Comb	1850	Technology	Industrial equipment	wood;metal	19.0 cm	15.3 cm	5.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0618.001.aa.cs.png
